0	639	639	660	1.03286	1.03286
1	1641	1641	2022	1.23218	1.23218
2	1309	657	220	0.168067	0.334855
3	1162	1162	440	0.378657	0.378657
4	1390	1390	797	0.573381	0.573381
5	1568	1568	890	0.567602	0.567602
6	1599	1599	1740	1.08818	1.08818
7	1433	686	440	0.307048	0.641399
8	1413	1413	440	0.311394	0.311394
9	1616	1616	420	0.259901	0.259901
10	1336	944	200	0.149701	0.211864
11	1299	0	0	0	0
12	1664	1664	39	0.0234375	0.0234375
13	1611	1611	629	0.390441	0.390441
14	1645	1645	965	0.586626	0.586626
15	1410	122	0	0	0
16	920	513	220	0.23913	0.42885
17	1562	1562	1378	0.882202	0.882202
18	1581	1581	1100	0.695762	0.695762
19	1576	1576	934	0.59264	0.59264
20	1259	825	220	0.174742	0.266667
21	1322	584	228	0.172466	0.390411
22	849	849	0	0	0
23	1281	874	220	0.171741	0.251716
24	1098	815	880	0.801457	1.07975
25	1192	763	220	0.184564	0.288336
26	715	715	0	0	0
27	1058	1058	440	0.415879	0.415879
28	972	972	415	0.426955	0.426955
29	892	892	0	0	0
30	1929	1929	918	0.475894	0.475894
31	1135	1135	220	0.193833	0.193833
32	1284	1284	440	0.342679	0.342679
33	1006	1006	270	0.26839	0.26839
34	1283	1283	440	0.342946	0.342946
35	970	970	640	0.659794	0.659794
36	929	655	660	0.710441	1.00763
37	2047	1047	440	0.214949	0.420248
38	825	37	0	0	0
39	892	892	440	0.493274	0.493274
40	1144	1144	1100	0.961538	0.961538
41	620	620	802	1.29355	1.29355
42	1340	1340	635	0.473881	0.473881
43	916	916	676	0.737991	0.737991
44	1013	1013	440	0.434353	0.434353
45	462	462	262	0.5671	0.5671
46	1507	1507	640	0.424685	0.424685
47	611	0	0	0	0
48	859	859	237	0.275902	0.275902
49	1240	1240	924	0.745161	0.745161
50	951	951	105	0.11041	0.11041
51	1430	459	139	0.0972028	0.302832
52	1092	1092	186	0.17033	0.17033
53	1121	1121	401	0.357716	0.357716
54	1400	712	52	0.0371429	0.0730337
55	1127	1127	592	0.525288	0.525288
56	1189	1189	340	0.285955	0.285955
57	1052	1052	220	0.209125	0.209125
58	1466	852	1072	0.731241	1.25822
59	858	39	0	0	0
60	906	906	220	0.242826	0.242826
61	1376	1376	440	0.319767	0.319767
62	729	729	220	0.301783	0.301783
63	1424	1424	1100	0.772472	0.772472
64	1241	879	440	0.354553	0.500569
65	1099	793	220	0.200182	0.277427
66	961	961	200	0.208117	0.208117
67	1281	1281	660	0.515222	0.515222
68	862	862	220	0.25522	0.25522
69	918	918	380	0.413943	0.413943
70	660	660	291	0.440909	0.440909
71	1155	972	440	0.380952	0.452675
72	846	846	1256	1.48463	1.48463
73	1301	1301	745	0.572636	0.572636
74	1547	1547	2246	1.45184	1.45184
75	1338	1338	1443	1.07848	1.07848
76	850	850	440	0.517647	0.517647
77	1223	1223	299	0.244481	0.244481
78	1168	1168	32	0.0273973	0.0273973
79	1500	1467	440	0.293333	0.299932
80	1243	1243	220	0.176991	0.176991
81	1255	1255	317	0.25259	0.25259
82	905	905	285	0.314917	0.314917
83	1309	1309	880	0.672269	0.672269
84	735	0	0	0	0
85	1160	1160	220	0.189655	0.189655
86	1314	1314	589	0.44825	0.44825
87	1137	1137	310	0.272647	0.272647
88	1328	1328	508	0.38253	0.38253
89	1513	1513	239	0.157964	0.157964
90	1465	465	0	0	0
91	1271	1271	191	0.150275	0.150275
92	1462	1462	220	0.150479	0.150479
93	1354	1354	500	0.369276	0.369276
94	1598	1598	1361	0.85169	0.85169
95	3058	2591	1540	0.503597	0.594365
96	2273	2273	1993	0.876815	0.876815
97	1470	720	220	0.14966	0.305556
98	1910	1910	838	0.438743	0.438743
99	1853	1853	1100	0.593632	0.593632
100	1244	1244	1540	1.23794	1.23794
101	2020	2020	1320	0.653465	0.653465
102	1502	1502	440	0.292943	0.292943
103	1749	1749	1254	0.716981	0.716981
104	2890	2890	880	0.304498	0.304498
105	1919	1567	220	0.114643	0.140396
106	1702	1702	221	0.129847	0.129847
107	1689	1689	440	0.260509	0.260509
108	2110	2110	440	0.208531	0.208531
109	776	776	522	0.67268	0.67268
110	999	985	220	0.22022	0.22335
111	1259	1259	208	0.16521	0.16521
112	2504	1962	440	0.175719	0.224261
113	520	0	0	0	0
114	2605	1876	660	0.253359	0.351812
115	835	0	0	0	0
116	779	399	0	0	0
117	1316	433	220	0.167173	0.508083
118	974	974	440	0.451745	0.451745
119	1912	912	440	0.230126	0.482456
120	2085	1934	440	0.211031	0.227508
121	2548	1548	660	0.259027	0.426357
122	1616	1616	660	0.408416	0.408416
123	1970	1917	440	0.22335	0.229525
